"Skjemanavn";"Navn i Rapporteket";"Ledetekst";"Obligatorisk";"Type";"Listeverdier";"Listetekst";"Normalintervall start numerisk";"Normalintervall slutt numerisk";"Maksintervall start numerisk";"Maksintervall slutt numerisk";"Normalintervall start dato";"Normalintervall slutt dato";"Maksintervall start dato";"Maksintervall slutt dato";"Antall tegn";"Lovlige tegn";"Desimaler";"Aktiveringsspørsmål";"Underspørsmål";"Innført dato";"Utfaset dato";"Tabell";"Fysisk feltnavn";"Kommentar";"Variabel ID";"Hjelpetekst"
"B1.1";"PaagaaRus";"6. Pågående rusmisbruk";"Ja";"Listevariabel";2;"Usikker";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp11";"CURRENTABUSE";;"EMP11_CURRENTABUSE";"Nei: benyttes dersom en ikke finner noe informasjon i journal og heller ikke har mistanke om rusmiddelmisbruk. Ja: Benyttes dersom en finner informasjon i journal og/eller pasient bekrefter pågående rusmiddelmisbruk (dvs misbruk av opioider, benzodiazepiner, Lyrica og/eller alkohol). Usikker: hvis en har mistanke, etter opplysninger fra postpersonale, pårørende eller fra egne observasjoner."
"B1.1";"LAR";"7. LAR";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp11";"LAR_OR_LAS";;"EMP11_LAR_OR_LAS";"Nei: Benyttes dersom en ikke finner noe informasjon i journal, eller ved 1. tilsyn (fylles ut automatisk dersom spm 5 og 6 besvart med ""Nei"". Ja: Pasient befinner seg i et godkjent behandlingsopplegg enten i regi av fastlege eller spesialisthelsetjenesten. Usikker: Benyttes dersom pasienten står på substitusjonsbehandling, men det er uklart hvor pasienten får den fra."
"B1.1";"LAR";"7. LAR";"Ja";"Listevariabel";1;"Ja";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp11";"LAR_OR_LAS";;"EMP11_LAR_OR_LAS";"Nei: Benyttes dersom en ikke finner noe informasjon i journal, eller ved 1. tilsyn (fylles ut automatisk dersom spm 5 og 6 besvart med ""Nei"". Ja: Pasient befinner seg i et godkjent behandlingsopplegg enten i regi av fastlege eller spesialisthelsetjenesten. Usikker: Benyttes dersom pasienten står på substitusjonsbehandling, men det er uklart hvor pasienten får den fra."
"B1.1";"LAR";"7. LAR";"Ja";"Listevariabel";2;"Usikker";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp11";"LAR_OR_LAS";;"EMP11_LAR_OR_LAS";"Nei: Benyttes dersom en ikke finner noe informasjon i journal, eller ved 1. tilsyn (fylles ut automatisk dersom spm 5 og 6 besvart med ""Nei"". Ja: Pasient befinner seg i et godkjent behandlingsopplegg enten i regi av fastlege eller spesialisthelsetjenesten. Usikker: Benyttes dersom pasienten står på substitusjonsbehandling, men det er uklart hvor pasienten får den fra."
"B1.1";"AvdRegSmIntensSD";"8. Hvor ofte har avdelingen registrert smerteintensitet siste døgn?";"Ja";"Tallvariabel";"";"";"0";"24";"0";24;"";"";"";"";2;;"0";"Nei";"Nei";"01.01.1980";"";"emp11";"REG_FREQUENCY";;"EMP11_REG_FREQUENCY";"Dersom det ikke går tydelig fram i journalnotat om avdelingen har registrert smerteintensitet siste døgnet før henvisningen, er det viktig at det også sjekkes skjema som brukes for registerering/administrering av smerte/smertestillende (PCA,EDA osv) på post."
"B1.1";"AvdRegSmIntensSDMangler";"Ukjent";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";"";"";;"Nei";"Nei";"01.01.1980";"";"emp11";"REG_FREQUENCY_MISS";;"EMP11_REG_FREQUENCY_MISS";"Dersom det ikke går tydelig fram i journalnotat om avdelingen har registrert smerteintensitet siste døgnet før henvisningen, er det viktig at det også sjekkes skjema som brukes for registerering/administrering av smerte/smertestillende (PCA,EDA osv) på post."
"B1.2";"Regdato12";"Registreringsdato";"Ja";"Datovariabel";"";"";"";"";"";"";"";"";"01.01.1900";"today";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"REGISTERED_DATE";;"EMP12_REGISTERED_DATE";"Sett inn dato for dagens utfylling. Dato skrives på formatet yyyymmdd. Skriver du inn kun dag (dd), så autfylles nåværende måned og år. Skriver du inn måned og dato (mmdd), så autofylles nåværende år. Eksempel: For dato 23.11.1980 er følgende verdier gyldig: 801123, eller 19801123, eller 1980-11-23"
"B1.2";"AngiNRS12";"Er pasient i stand til å angi smerteintensitet med NRS?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"PATIENT_ALLRIGHT";;"EMP12_PATIENT_ALLRIGHT";"Nei: Pasient klarer ikke/vil ikke angi NRS. Kryss av ""Ferdigstille skjema"" og ""Lagre"". Ja: Fyll ut smerteintensitet i både ro og bevegelse siste døgn. Dersom pasient ikke kan angi NRS ved 1. tilsyn, ferdigstilles skjema ved å sette ""Nei"" på spørsmål ""Er pasient i stand til å angi smerteintensitet""."
"B1.2";"AngiNRS12";"Er pasient i stand til å angi smerteintensitet med NRS?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"PATIENT_ALLRIGHT";;"EMP12_PATIENT_ALLRIGHT";"Nei: Pasient klarer ikke/vil ikke angi NRS. Kryss av ""Ferdigstille skjema"" og ""Lagre"". Ja: Fyll ut smerteintensitet i både ro og bevegelse siste døgn. Dersom pasient ikke kan angi NRS ved 1. tilsyn, ferdigstilles skjema ved å sette ""Nei"" på spørsmål ""Er pasient i stand til å angi smerteintensitet""."
"B1.2";"AngiNRS12";"Er pasient i stand til å angi smerteintensitet med NRS?";"Ja";"Listevariabel";2;"Ikke aktuelt";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"PATIENT_ALLRIGHT";;"EMP12_PATIENT_ALLRIGHT";"Nei: Pasient klarer ikke/vil ikke angi NRS. Kryss av ""Ferdigstille skjema"" og ""Lagre"". Ja: Fyll ut smerteintensitet i både ro og bevegelse siste døgn. Dersom pasient ikke kan angi NRS ved 1. tilsyn, ferdigstilles skjema ved å sette ""Nei"" på spørsmål ""Er pasient i stand til å angi smerteintensitet""."
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";"0";" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";1;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";2;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";3;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";4;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";5;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";6;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";7;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";8;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";9;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";10;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";99;"Vet ikke ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";"0";" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";1;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";2;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";3;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";4;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";5;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";6;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";7;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";8;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";9;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";10;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";99;"Vet ikke ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";"0";" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";1;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";2;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";3;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";4;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";5;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";6;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";7;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";8;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";9;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";10;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"StSmBev12";"Sterkeste smerte i bevegelse";"Ja";"Listevariabel";99;"Vet ikke ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_MOTION";;"EMP12_STRONGPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";"0";" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";1;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";2;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";3;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";4;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";5;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";6;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";7;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";8;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";9;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";10;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"SvSmBev12";"Svakeste smerte i bevegelse";"Ja";"Listevariabel";99;"Vet ikke ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_MOTION";;"EMP12_WEAKPAIN_MOTION";"Pasienten skal angi NRS ved bevegelse av den delen av kroppen smertene sitter i."
"B1.2";"IntKom12";"Internkommentar";"Nei";"Stor tekstvariabel";"";"";"";"";"";"";"";"";"";"";2000;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?";;"Nei";"Nei";"01.01.1980";"";"emp12";"USERCOMMENT";;"EMP12_USERCOMMENT";"Generell fri kommentar, max 2000 tegn."
"B2.1";"Regdato12";"Registreringsdato";"Ja";"Datovariabel";"";"";"";"";"";"";"";"";"01.01.1900";"today";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"REGISTERED_DATE";;"EMP12_REGISTERED_DATE";"Sett inn dato for dagens utfylling. Dato skrives på formatet yyyymmdd. Skriver du inn kun dag (dd), så autfylles nåværende måned og år. Skriver du inn måned og dato (mmdd), så autofylles nåværende år. Eksempel: For dato 23.11.1980 er følgende verdier gyldig: 801123, eller 19801123, eller 1980-11-23"
"B2.1";"AngiNRS12";"Er pasient i stand til å angi smerteintensitet med NRS?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"PATIENT_ALLRIGHT";;"EMP12_PATIENT_ALLRIGHT";"Nei: Pasient klarer ikke/vil ikke angi NRS. Kryss av ""Ferdigstille skjema"" og ""Lagre"". Ja: Fyll ut smerteintensitet i både ro og bevegelse siste døgn. Dersom pasient ikke kan angi NRS ved 1. tilsyn, ferdigstilles skjema ved å sette ""Nei"" på spørsmål ""Er pasient i stand til å angi smerteintensitet""."
"B2.1";"AngiNRS12";"Er pasient i stand til å angi smerteintensitet med NRS?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"PATIENT_ALLRIGHT";;"EMP12_PATIENT_ALLRIGHT";"Nei: Pasient klarer ikke/vil ikke angi NRS. Kryss av ""Ferdigstille skjema"" og ""Lagre"". Ja: Fyll ut smerteintensitet i både ro og bevegelse siste døgn. Dersom pasient ikke kan angi NRS ved 1. tilsyn, ferdigstilles skjema ved å sette ""Nei"" på spørsmål ""Er pasient i stand til å angi smerteintensitet""."
"B2.1";"AngiNRS12";"Er pasient i stand til å angi smerteintensitet med NRS?";"Ja";"Listevariabel";2;"Ikke aktuelt";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"PATIENT_ALLRIGHT";;"EMP12_PATIENT_ALLRIGHT";"Nei: Pasient klarer ikke/vil ikke angi NRS. Kryss av ""Ferdigstille skjema"" og ""Lagre"". Ja: Fyll ut smerteintensitet i både ro og bevegelse siste døgn. Dersom pasient ikke kan angi NRS ved 1. tilsyn, ferdigstilles skjema ved å sette ""Nei"" på spørsmål ""Er pasient i stand til å angi smerteintensitet""."
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";"0";" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";1;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";2;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";3;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";4;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";5;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";6;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";7;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";8;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";9;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";10;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"StSmRo12";"Sterkeste smerte i ro";"Ja";"Listevariabel";99;"Vet ikke ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"STRONGPAIN_STILL";;"EMP12_STRONGPAIN_STILL";""
"B2.1";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";"0";" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B2.1";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";1;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B2.1";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";2;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B2.1";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";3;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B2.1";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";4;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
"B2.1";"SvSmRo12";"Svakeste smerte i ro";"Ja";"Listevariabel";5;" ";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp12";"WEAKPAIN_STILL";;"EMP12_WEAKPAIN_STILL";""
